"symptom","category","subcategory","question","question_korean","id","source","is_relevant","labeler"
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Details of the complaint","severity","How would you rate the intensity of any discomfort or pain in your eyes on a scale of 1 to 10?","눈의 불편함이나 통증의 강도를 1에서 10까지의 척도로 어떻게 평가하시겠습니까?",501,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Review of systems","vision changes","Have you noticed any changes in your vision, such as blurring or seeing halos around lights?","시력 변화를 느낀 적이 있습니까? 예를 들어, 흐릿한 시력이나 빛 주위에 후광을 보는 등의 변화가 있었나요?",502,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Review of systems","eye discharge","Have you had any unusual discharge from your eyes?","평소와 다른 눈의 분비물이 있었습니까?",503,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Details of the complaint","aggravating factors","Do certain environments or activities worsen your eye symptoms?","특정 환경이나 활동으로 인해 눈 증상이 악화되나요?",504,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Review of systems","night vision","Have you experienced any difficulties with night vision?","야간 시력에서 어려움을 겪은 적이 있습니까?",505,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Review of systems","pain","Is there any pain associated with eye movements?","눈을 움직일 때 통증이 동반되나요?",506,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Details of the complaint","timing","When do you typically experience these eye symptoms? Are they constant or intermittent?","일반적으로 언제 이러한 눈 증상을 경험하십니까? 지속적입니까, 아니면 간헐적입니까?",507,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Review of systems","sensitivity","Do you find your eyes to be overly sensitive to light?","빛에 대해 눈이 과도하게 민감하다고 느끼십니까?",508,"gpt-4-turbo",NA,NA
"급성 아토피결막염 H10.1, 녹내장 의심 H40.0","Review of systems","recent changes","Have you noticed any recent changes in the appearance of your eyes, such as increased redness or swelling?","최근 눈의 모습에 변화를 느낀 적이 있습니까? 예를 들어, 발적이나 부기가 증가한 것 등이 있습니까?",509,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Details of the complaint","location","Do you feel pain specifically in your neck region?","목 부위에 특별히 통증을 느끼십니까?",510,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Details of the complaint","severity","How would you rate your neck pain on a scale from 1 to 10?","1에서 10까지 스케일로 목 통증을 어떻게 평가하시겠습니까?",511,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Details of the complaint","timing","Is your neck pain constant, or does it come and go?","목 통증이 지속되나요, 아니면 간헐적입니까?",512,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Details of the complaint","aggravating factors","Are there specific activities or positions that increase your neck pain?","목 통증을 증가시키는 특정 활동이나 자세가 있습니까?",513,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Details of the complaint","associated symptoms","Have you experienced any numbness, tingling, or weakness in your arms or legs?","팔이나 다리에 저림, 따끔거림 또는 약화를 경험한 적이 있습니까?",514,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Review of systems","neurological","Have you noticed any changes in your coordination or difficulty in walking?","조정 능력에 변화나 걷기 어려움을 느낀 적이 있습니까?",515,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Review of systems","sensory changes","Do you feel changes in sensation or unexpected pain elsewhere in your body?","신체의 다른 부위에 감각 변화나 예상치 못한 통증을 느끼십니까?",516,"gpt-4-turbo",NA,NA
"척수병증을 동반한 기타 척추증, 경부 M4712","Review of systems","muscular strength","Have you observed a reduction in muscle strength in any area of your body?","신체의 어느 부위에서든 근육 힘이 감소한 것을 관찰한 적이 있습니까?",517,"gpt-4-turbo",NA,NA
"R/O 관절염","Details of the complaint","location","Which joints are causing you the most pain?","어느 관절에 가장 통증이 있습니까?",518,"gpt-4-turbo",NA,NA
"R/O 관절염","Details of the complaint","severity","On a scale from 1 to 10, how would you rate your joint pain?","1부터 10까지의 척도로 관절 통증을 어떻게 평가하시겠습니까?",519,"gpt-4-turbo",NA,NA
"R/O 관절염","Details of the complaint","timing","Is your joint pain worse at any particular time of day?","하루 중 특정 시간에 관절 통증이 더 심합니까?",520,"gpt-4-turbo",NA,NA
"R/O 관절염","Details of the complaint","aggravating factors","Are there any activities or movements that worsen your joint pain?","관절 통증을 악화시키는 활동이나 움직임이 있습니까?",521,"gpt-4-turbo",NA,NA
"R/O 관절염","Details of the complaint","associated symptoms","Do you experience any redness, swelling, or warmth around your joints?","관절 주변에 발적, 부종, 또는 열감이 있습니까?",522,"gpt-4-turbo",NA,NA
"R/O 관절염","Review of systems","general","Have you experienced any recent weight loss, fevers, or fatigue?","최근에 체중 감소, 발열, 또는 피로감을 경험한 적이 있습니까?",523,"gpt-4-turbo",NA,NA
"R/O 관절염","Review of systems","skin","Have you noticed any rashes, especially following sun exposure?","햇볕에 노출된 후 특히 발진을 주의 깊게 보셨습니까?",524,"gpt-4-turbo",NA,NA
"R/O 관절염","Review of systems","neurological","Have you had any numbness, tingling, or muscle weakness?","저림, 따끔거림, 또는 근육 약화가 있었습니까?",525,"gpt-4-turbo",NA,NA
"돌발성 특발성 난청, 한쪽 분류기호 H9120","Details of the complaint","severity","Can you describe how your hearing loss has progressed?","청력 손실이 어떻게 진행되었는지 설명해 주실 수 있습니까?",526,"gpt-4-turbo",NA,NA
"돌발성 특발성 난청, 한쪽 분류기호 H9120","Details of the complaint","timing","Did the hearing loss occur suddenly or gradually?","청력 손실은 갑자기 발생했습니까, 아니면 점진적이었습니까?",527,"gpt-4-turbo",NA,NA
"돌발성 특발성 난청, 한쪽 분류기호 H9120","Details of the complaint","aggravating factors","Have you noticed any factors that worsen your hearing?","청력을 악화시키는 요인을 알아차린 적이 있습니까?",528,"gpt-4-turbo",NA,NA
"돌발성 특발성 난청, 한쪽 분류기호 H9120","Review of systems","ear symptoms","Have you experienced any ringing or buzzing sounds in your ears?","귀에서 울리거나 윙윙거리는 소리를 경험한 적이 있습니까?",529,"gpt-4-turbo",NA,NA
"돌발성 특발성 난청, 한쪽 분류기호 H9120","Review of systems","balance","Have you had any issues with balance or dizziness?","균형을 잡거나 어지럼증을 느낀 적이 있습니까?",530,"gpt-4-turbo",NA,NA
"돌발성 특발성 난청, 한쪽 분류기호 H9120","Review of systems","recent infections","Have you had any recent viral or bacterial infections?","최근에 바이러스성 또는 세균성 감염을 앓은 적이 있습니까?",531,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Details of the complaint","timing","When did you first notice symptoms associated with your kidney condition?","신장 상태와 관련된 증상을 처음으로 언제 눈치채셨나요?",532,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Details of the complaint","severity","How would you rate the severity of your symptoms on a scale from 1 to 10?","증상의 심각성을 1에서 10까지의 척도로 어떻게 평가하시겠습니까?",533,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Review of systems","urinary changes","Have you noticed any changes in urine color, amount, or frequency?","소변의 색깔, 양, 빈도에 변화가 있었습니까?",534,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Review of systems","neurological","Have you experienced any numbness, tingling, or other unusual sensations?","저린 느낌, 따끔거림 또는 다른 비정상적인 감각을 경험하셨습니까?",535,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Review of systems","cardiovascular","Do you have any symptoms of swelling in your legs or feet?","다리나 발에 부종 증상이 있습니까?",536,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Review of systems","gastrointestinal","Have you experienced any persistent nausea or vomiting?","지속적인 메스꺼움이나 구토가 있었습니까?",537,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Current medications","medication adherence","How regularly do you take your medication for diabetes and kidney disease?","당뇨병 및 신장 질환 치료약을 얼마나 규칙적으로 복용하고 계십니까?",538,"gpt-4-turbo",NA,NA
"상세불명의 만성 신장질환 N189, 말기 신장병을 동반한 인슐린-비의존 당뇨병 E1122","Review of systems","endocrine","Have you been experiencing episodes of unusually low or high blood sugar?","평소와 다르게 혈당이 낮거나 높은 상태를 겪은 적이 있습니까?",539,"gpt-4-turbo",NA,NA
"급성신우신염 N10","Details of the complaint","severity","How severe is your pain on a scale of 1 to 10?","통증의 심각성을 1부터 10까지의 척도로 어느 정도입니까?",540,"gpt-4-turbo",NA,NA
"급성신우신염 N10","Details of the complaint","timing","Does the pain occur continuously or does it come and go?","통증이 지속적으로 발생하나요, 아니면 왔다 갔다 하나요?",541,"gpt-4-turbo",NA,NA
"급성신우신염 N10","Review of systems","urination","Have you noticed any changes in the color or cloudiness of your urine?","소변의 색상이나 탁함에 변화가 있었습니까?",542,"gpt-4-turbo",NA,NA
"급성신우신염 N10","Review of systems","fever","Have you experienced any fever recent?","최근에 열이 있었습니까?",543,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Details of the complaint","severity","How severe is the abdominal pain you are experiencing?","경험하고 있는 복통의 심각도는 어느 정도입니까?",544,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Details of the complaint","timing","Does your abdominal pain occur after eating or at a specific time of day?","복통은 식후에 발생하거나 하루 중 특정 시간에 발생합니까?",545,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Details of the complaint","aggravating factors","Are there specific foods or activities that worsen your abdominal pain?","복통을 악화시키는 특정 음식이나 활동이 있습니까?",546,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Review of systems","gastrointestinal","Have you noticed any changes in your bowel movements or stool color?","배변 습관이나 대변의 색상에 변화를 느낀 적이 있습니까?",547,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Review of systems","endocrine","Have you experienced frequent urination, increased thirst, or unexplained weight loss?","자주 소변을 보거나 갈증이 늘었거나 설명되지 않는 체중 감소를 경험했습니까?",548,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Review of systems","hepatic","Have you observed any yellowing of the skin or eyes?","피부나 눈의 황변을 관찰한 적이 있습니까?",549,"gpt-4-turbo",NA,NA
"상세불명 또는 담낭염이 없는 담석증 K8020, 상세불명의 고혈당증 R739, 상병명 상세불명의 복통 R1049, 상세불명의 간질환 K769, 상세불명의 고지질혈증 E785","Review of systems","metabolic","Have you noticed any changes in your cholesterol levels or been told about them by another doctor?","콜레스테롤 수치에 변화가 있었거나 다른 의사에게 말씀 드린 적이 있습니까?",550,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Details of the complaint","location","Which toe is affected by the sprain or strain?","어느 발가락에 염좌나 긴장이 있습니까?",551,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Details of the complaint","severity","On a scale from 1 to 10, how would you rate the pain?","1에서 10까지의 척도로, 통증의 정도를 어떻게 평가하시겠습니까?",552,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Details of the complaint","timing","When do you feel the most pain? Is it constant, or does it come and go?","가장 통증을 심하게 느낄 때는 언제입니까? 지속적입니까, 아니면 오고 가나요?",553,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Details of the complaint","aggravating factors","What activities aggravate your toe pain?","어떤 활동이 발가락 통증을 악화시킵니까?",554,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Details of the complaint","associated symptoms","Have you experienced any swelling, redness, or warmth in the affected toe?","손상된 발가락에 부종, 발적 또는 화끈거림을 경험한 적이 있습니까?",555,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Review of systems","mobility","Has this toe injury affected your ability to walk or wear shoes?","이 발가락 부상이 걷거나 신발을 신는 데 영향을 미쳤습니까?",556,"gpt-4-turbo",NA,NA
"발가락 염좌 및 긴장","Review of systems","skin","Have you noticed any bruises or skin changes around the affected toe?","손상된 발가락 주변에 멍이 들거나 피부 변화를 눈치챘습니까?",557,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have you experienced any sudden, severe headaches?","갑자기 심한 두통을 겪은 적이 있습니까?",558,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have you had episodes of double vision or blurred vision?","복시나 시력 흐림 증상이 있었습니까?",559,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have you noticed any changes or loss in your hearing?","청력 변화나 소실을 느낀 적이 있습니까?",560,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have you experienced any sudden numbness or weakness in your face, arms, or legs?","얼굴, 팔, 또는 다리에 갑자기 마비나 약화가 왔던 적이 있습니까?",561,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have there been any incidents of slurred speech or difficulty in speaking?","말이 어눌하거나 말하기 어려움을 겪은 적이 있습니까?",562,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have you felt a loss of coordination or trouble with walking?","조정력 상실이나 걷기 어려움을 느낀 적이 있습니까?",563,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Did you experience any sudden, intense pain behind one eye?","한쪽 눈 뒤에 갑자기 심한 통증을 경험한 적이 있습니까?",564,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Has there been a sensation of a 'thunderclap' headache – a severe and immediate headache?","'썬더클랩' 두통, 즉 심하고 갑작스러운 두통을 경험한 적이 있습니까?",565,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Have you ever been diagnosed with or treated for high blood pressure?","고혈압으로 진단받았거나 치료받은 적이 있습니까?",566,"gpt-4-turbo",NA,NA
"뇌동맥류","Review of systems","neurological","Is there a family history of aneurysm or similar conditions?","동맥류나 비슷한 질병의 가족력이 있습니까?",567,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Details of the complaint","severity","Have you experienced any increase in fatigue or decrease in energy?","피로도가 증가하거나 에너지가 감소한 적이 있습니까?",568,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Details of the complaint","associated symptoms","Have you noticed foamy urine or blood in your urine?","거품이 있는 소변이나 소변에 피를 발견한 적이 있습니까?",569,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Details of the complaint","associated symptoms","Have you experienced any sudden weight gain or swelling in your legs or around your eyes?","갑작스런 체중 증가나 다리 또는 눈 주위의 부종을 경험한 적이 있습니까?",570,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Details of the complaint","timing","Do you notice your blood pressure fluctuating throughout the day?","하루 동안 혈압이 변동하는 것을 알아차린 적이 있습니까?",571,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Details of the complaint","associated symptoms","Have you had episodes of chest pain or palpitations?","가슴 통증이나 심계항진을 겪은 적이 있습니까?",572,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Review of systems","respiratory","Do you experience shortness of breath during slight physical activity or while resting?","약간의 신체 활동 중이나 휴식 중에 호흡곤란을 느낀 적이 있습니까?",573,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Review of systems","cardiovascular","Have you noticed any heart murmurs or irregular heartbeats?","심장잡음이나 불규칙한 심장 박동을 느낀 적이 있습니까?",574,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Review of systems","urinary","How often do you need to urinate during the night?","밤에 소변을 보러 자주 일어나십니까?",575,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Lifestyle","diet","Have you been following any specific dietary restrictions recommended for your conditions?","상태에 권장되는 특정 식단 제한을 따르고 있습니까?",576,"gpt-4-turbo",NA,NA
"신질환의증, 고혈압, 고지혈증, 심장판막질환","Review of systems","general health","Have you noticed any significant weight changes or unexplained malaise?","눈에 띄는 체중 변화나 설명할 수 없는 권태를 느낀 적이 있습니까?",577,"gpt-4-turbo",NA,NA
"전립선의 양성 비대증","Details of the complaint","timing","Do you experience more frequent urination during the night?","밤에 소변을 자주 보시나요?",578,"gpt-4-turbo",NA,NA
"전립선의 양성 비대증","Details of the complaint","severity","How would you rate the difficulty of starting urination on a scale from 1 to 10?","소변을 시작하기 어려움을 1부터 10까지 어느 정도로 평가하시겠습니까?",579,"gpt-4-turbo",NA,NA
"전립선의 양성 비대증","Details of the complaint","associated symptoms","Have you had any episodes of urinary retention?","소변 정체 증상을 경험한 적이 있습니까?",580,"gpt-4-turbo",NA,NA
"전립선의 양성 비대증","Review of systems","genitourinary","Have you noticed any blood in your urine?","소변에 피가 섞여 나온 적이 있습니까?",581,"gpt-4-turbo",NA,NA
"전립선의 양성 비대증","Review of systems","genitourinary","Do you feel any pain or burning sensation during urination?","소변을 볼 때 통증이나 타는 느낌이 있습니까?",582,"gpt-4-turbo",NA,NA
"전립선의 양성 비대증","Lifestyle details","fluid intake","How much fluid do you consume on a daily basis?","하루에 얼마나 많은 양의 수분을 섭취하십니까?",583,"gpt-4-turbo",NA,NA
"이상가래","Details of the complaint","timing","When did you first notice the abnormal sputum?","이상한 가래를 처음 발견한 때는 언제입니까?",584,"gpt-4-turbo",NA,NA
"이상가래","Details of the complaint","character","What is the color and consistency of the sputum?","가래의 색깔과 질감은 어떻습니까?",585,"gpt-4-turbo",NA,NA
"이상가래","Details of the complaint","associated symptoms","Have you experienced any coughing or wheezing?","기침이나 천명을 경험한 적이 있습니까?",586,"gpt-4-turbo",NA,NA
"이상가래","Details of the complaint","aggravating factors","Are there specific conditions that worsen the sputum production?","가래 생성을 악화시키는 구체적인 상황이 있습니까?",587,"gpt-4-turbo",NA,NA
"이상가래","Review of systems","respiratory","Have you noticed shortness of breath or difficulty breathing?","호흡계에 관련된 어려움, 예를 들어 숨가쁨이나 호흡 곤란을 느낀 적이 있습니까?",588,"gpt-4-turbo",NA,NA
"두근거림 R002","Details of the complaint","timing","How often do you experience palpitations?","두근거림을 얼마나 자주 경험하십니까?",589,"gpt-4-turbo",NA,NA
"두근거림 R002","Details of the complaint","severity","How severe are the palpitations on a scale of 1 to 10?","1에서 10까지의 척도로 두근거림의 심각성을 어떻게 평가하시겠습니까?",590,"gpt-4-turbo",NA,NA
"두근거림 R002","Details of the complaint","aggravating factors","Are there specific activities or situations that trigger your palpitations?","두근거림을 유발하는 특정 활동이나 상황이 있습니까?",591,"gpt-4-turbo",NA,NA
"두근거림 R002","Review of systems","cardiovascular","Do you experience any chest pain or discomfort along with your palpitations?","두근거림과 함께 가슴 통증이나 불편함을 느끼십니까?",592,"gpt-4-turbo",NA,NA
"두근거림 R002","Review of systems","respiratory","Do you feel short of breath when you have palpitations?","두근거림이 있을 때 숨이 차다고 느끼십니까?",593,"gpt-4-turbo",NA,NA
"두근거림 R002","Review of systems","neurological","Have you experienced any episodes of dizziness or fainting?","어지럼증이나 기절 증상을 겪은 적이 있습니까?",594,"gpt-4-turbo",NA,NA
"thyroid nodule","Details of the complaint","severity","Have you noticed any changes in the size of the nodule?","결절의 크기에 변화를 느낀 적이 있습니까?",595,"gpt-4-turbo",NA,NA
"thyroid nodule","Associated symptoms","thyroid function","Have you experienced any symptoms of hyperthyroidism such as sweating, anxiety, or heart palpitations?","땀, 불안, 심계항진과 같은 갑상선기능항진증 증상을 경험한 적이 있습니까?",596,"gpt-4-turbo",NA,NA
"thyroid nodule","Associated symptoms","thyroid function","Have you had symptoms of hypothyroidism like fatigue, weight gain, or cold intolerance?","피로, 체중 증가 또는 추위에 대한 내성 감소와 같은 갑상선기능저하증 증상이 있었습니까?",597,"gpt-4-turbo",NA,NA
"thyroid nodule","Review of systems","neck discomfort","Do you feel any discomfort or pain in your neck?","목에 불편함이나 통증이 있습니까?",598,"gpt-4-turbo",NA,NA
"thyroid nodule","Review of systems","voice changes","Have you noticed any changes in your voice, such as hoarseness?","목소리에 변화가 있었나요, 예를 들어 쉰 목소리가 나나요?",599,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Details of the complaint","location","Can you specify the areas where you feel the most pain?","가장 통증을 많이 느끼는 부위를 구체적으로 말씀해 주실 수 있으십니까?",600,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Details of the complaint","severity","How would you rate your headache on a scale from 1 to 10?","두통의 심각성을 1에서 10까지의 척도로 평가해 주실 수 있습니까?",601,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Details of the complaint","aggravating factors","Does anything in particular seem to worsen your muscle pain?","특정한 것이 근육통을 악화시키는 것 같습니까?",602,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Details of the complaint","associated symptoms","Do you experience any nausea or vomiting along with your headaches?","두통과 함께 메스꺼움이나 구토가 있습니까?",603,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Details of the complaint","timing","When during the day do you usually experience these symptoms?","보통 하루 중 언제 이러한 증상을 경험하십니까?",604,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Review of systems","digestive","Have you noticed any changes in your bowel habits since your symptoms started?","증상이 시작된 이후에 배변 습관에 변화가 있었습니까?",605,"gpt-4-turbo",NA,NA
"신체화장애 F450, 두통 R51, 기타 근통, 여러 부위 M79108, 상병명 상세불명의 식도염을 동반한 흉통, 위-식도역류병 상병코드 R074 K210","Review of systems","cardiovascular","Apart from chest pain, do you experience any palpitations or shortness of breath?","흉통 외에 두근거림이나 숨가쁨을 느끼십니까?",606,"gpt-4-turbo",NA,NA
"고혈압, 이상지질혈증, 심장판막질환","History of the present illness","duration","When were you first diagnosed with hypertension, dyslipidemia, or heart valve disease?","고혈압, 이상지질혈증 또는 심장판막질환 진단을 처음 받은 시기는 언제입니까?",607,"gpt-4-turbo",NA,NA
"고혈압, 이상지질혈증, 심장판막질환","Details of the complaint","severity","How would you rate the severity of any chest pain or discomfort you experience?","가슴 통증이나 불편감의 심각성을 어떻게 평가하시겠습니까?",608,"gpt-4-turbo",NA,NA
"고혈압, 이상지질혈증, 심장판막질환","Review of systems","cardiovascular","Have you noticed any recent changes in your heartbeat, such as racing or skipping beats?","최근에 심장 박동의 변화를 느낀 적이 있습니까? 예를 들어, 심장이 빨리 뛰거나 박동이 빠지는 등의 증상이 있었습니까?",609,"gpt-4-turbo",NA,NA
"고혈압, 이상지질혈증, 심장판막질환","Review of systems","respiratory","Do you experience shortness of breath, especially during physical activity or when lying down?","신체 활동 중이나 누워 있을 때 특히 숨이 차는 증상이 있습니까?",610,"gpt-4-turbo",NA,NA
"고혈압, 이상지질혈증, 심장판막질환","Review of systems","general","Have you experienced any swelling in your legs or feet?","다리나 발에 부종이 생긴 적이 있습니까?",611,"gpt-4-turbo",NA,NA
"고혈압, 이상지질혈증, 심장판막질환","Review of systems","general","Have you noticed any unexplained fatigue or weakness?","설명할 수 없는 피로감이나 약함을 느낀 적이 있습니까?",612,"gpt-4-turbo",NA,NA
"역류식도염 k210, 만성위염 k295","Details of the complaint","timing","Do your symptoms worsen after eating or when lying down?","음식을 섭취한 후나 누웠을 때 증상이 악화되나요?",613,"gpt-4-turbo",NA,NA
"역류식도염 k210, 만성위염 k295","Details of the complaint","associated symptoms","Have you experienced nausea or vomiting along with your stomach discomfort?","복통과 함께 메스꺼움이나 구토가 있었나요?",614,"gpt-4-turbo",NA,NA
"역류식도염 k210, 만성위염 k295","Review of systems","weight changes","Have you experienced any unexpected weight loss recently?","최근에 예기치 않은 체중 감소가 있었나요?",615,"gpt-4-turbo",NA,NA
"역류식도염 k210, 만성위염 k295","Review of systems","appetite","Have there been any changes in your appetite?","식욕에 변화가 있었나요?",616,"gpt-4-turbo",NA,NA
"노인성 뇌 퇴행, NEC G311","Review of systems","cognitive function","Have you experienced any recent memory loss or forgetfulness?","최근 기억 상실이나 건망증을 경험하신 적이 있습니까?",617,"gpt-4-turbo",NA,NA
"노인성 뇌 퇴행, NEC G311","Review of systems","behavioral changes","Have you noticed any changes in your behavior or mood?","행동이나 기분에서 변화를 느끼신 적이 있습니까?",618,"gpt-4-turbo",NA,NA
"노인성 뇌 퇴행, NEC G311","Review of systems","speech and language","Have you had any difficulty in speaking or understanding language?","말하기나 언어 이해에 어려움을 겪으신 적이 있습니까?",619,"gpt-4-turbo",NA,NA
"노인성 뇌 퇴행, NEC G311","Review of systems","motor skills","Have you experienced any decline in coordination or motor skills?","조정 능력이나 운동 기능에서 감소를 경험하신 적이 있습니까?",620,"gpt-4-turbo",NA,NA
"노인성 뇌 퇴행, NEC G311","Review of systems","orientation","Do you have difficulty remembering the date, time or place?","날짜, 시간 또는 장소를 기억하는데 어려움이 있습니까?",621,"gpt-4-turbo",NA,NA
"노인성 뇌 퇴행, NEC G311","Review of systems","attention","Do you find it difficult to concentrate for a period of time?","한동안 집중하기 어려움을 겪으신 적이 있습니까?",622,"gpt-4-turbo",NA,NA
"폐경후골다공증","Details of the complaint","location","Have you experienced pain in specific areas such as the back, hips, or wrists?","등, 고관절 또는 손목과 같은 특정 부위에서 통증을 경험한 적이 있습니까?",623,"gpt-4-turbo",NA,NA
"폐경후골다공증","Details of the complaint","severity","How severe is the pain you experience in these areas?","이러한 부위에서 경험하는 통증의 심각도는 어느 정도입니까?",624,"gpt-4-turbo",NA,NA
